id,name,type,start_date,end_date,days_left,condition,cost_maintenance,status
PC-0056,Máy tính bàn HP EliteDesk,Phần cứng,2023-08-27,2025-12-03,38,Tốt,2400313.63,2
PC-0057,Switch Cisco SG350,Phần cứng,2023-07-08,2025-12-09,32,Tốt,1920741.07,2
PC-0058,Thiết bị NAS Synology DS220+,Phần cứng,2024-09-19,2025-11-15,10,Cần bảo trì,1708442.72,1
GT-0059,Giấy phép kinh doanh,Giấy tờ,2023-04-13,2025-12-11,38,Tốt,481571.43,2
PM-0060,Gói dịch vụ Google Workspace,Phần mềm,2025-01-18,2025-11-16,11,Cần bảo trì,1142276.22,1
GT-0061,Phiếu đăng ký nội bộ,Giấy tờ,2024-10-14,2025-12-30,37,Tốt,441203.78,2
PC-0062,Máy chủ Dell PowerEdge,Phần cứng,2023-10-05,2025-11-14,22,Cần bảo trì,4744619.1,1
PM-0063,Bản quyền Windows Server 2022,Phần mềm,2023-07-04,2025-11-14,5,Cần bảo trì,645764.74,1
PC-0064,Máy tính bàn HP EliteDesk,Phần cứng,2025-01-13,2025-11-13,12,Cần bảo trì,2290203.06,1
PM-0065,Gói dịch vụ Google Workspace,Phần mềm,2023-06-15,2025-11-12,-1,Hỏng,1563366.5,0
PC-0066,Ổ cứng WD 1TB,Phần cứng,2023-12-08,2025-12-04,44,Tốt,3446054.84,2
PM-0067,License phần mềm kế toán MISA,Phần mềm,2023-12-02,2025-11-18,-4,Hỏng,1697442.77,0
PC-0068,Thiết bị NAS Synology DS220+,Phần cứng,2025-01-25,2025-11-25,40,Tốt,2351980.63,2
PM-0069,Gói dịch vụ Google Workspace,Phần mềm,2023-07-02,2025-11-13,0,Cần bảo trì,1367420.21,1
GT-0070,Biên bản thanh lý hợp đồng,Giấy tờ,2024-05-20,2025-12-07,4,Cần bảo trì,317057.85,1
GT-0071,Giấy chứng nhận đăng ký doanh nghiệp,Giấy tờ,2024-02-08,2025-11-28,18,Cần bảo trì,,1
PC-0072,Máy tính bàn HP EliteDesk,Phần cứng,2025-04-22,2025-11-16,-6,Hỏng,1863284.11,0
PM-0073,Bản quyền phần mềm diệt virus Kaspersky,Phần mềm,2025-03-11,2025-11-18,19,Cần bảo trì,577522.58,1
PC-0074,Bộ lưu điện APC 1000VA,Phần cứng,2023-07-31,2025-11-14,-8,Hỏng,4903408.32,0
PC-0075,Máy in Canon LBP 2900,Phần cứng,2023-09-01,2025-11-21,2,Cần bảo trì,2083329.01,1
PM-0076,Phần mềm quản lý nhân sự,Phần mềm,2023-02-26,2025-12-07,-3,Hỏng,538026.12,0
